GSM1887730	GSM2177026	GSM2177021	GSM2177023	GSM2177019	GSM2177022	GSM2177027	GSM2177025	GSM2177024	GSM2177018	GSM2177020	GSM2177017	GSM2828480	GSM2828481	GSM2828482	GSM2828483	GSM2828484	GSM2828485	GSM3407112	GSM3407113	GSM3407114
2310061I04Rik	1555	0	30	0	12	0	0	13	0	10	21	15	147	186	217	267	203	242	18	18	22
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	9106	15	353	26	229	146	5	40	147	54	173	98	2076	1280	625	3639	3470	2626	459	328	556
2410004B18Rik	1619	1	84	37	42	35	0	24	32	8	27	15	396	372	396	507	452	535	18	23	30
2410004P03Rik	563	1	81	20	33	241	25	83	162	10	45	17	108	73	37	128	140	140	35	14	40
2410015M20Rik	12695	213	204	220	90	907	276	297	809	77	89	76	732	707	1515	1760	1497	1576	58	87	155
2410016O06Rik	1918	0	53	0	17	0	0	0	0	11	8	21	528	457	438	704	511	540	29	22	48
2410024N13Rik	4	0	0	0	0	0	0	0	0	0	3	0	8	2	2	5	7	4	4	6	10
2410089E03Rik	1557	66	246	110	122	215	55	2	89	45	89	53	257	242	90	201	228	199	33	27	69
2410131K14Rik	2685	2	99	93	64	148	17	23	49	22	76	45	389	326	358	481	472	414	44	49	42
2410137M14Rik	2	0	5	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2410141K09Rik	32	0	0	14	0	44	14	0	11	2	0	0	11	4	1	11	3	4	13	12	16
2510002D24Rik	588	471	218	651	133	1850	888	453	1461	114	132	140	300	288	488	681	493	639	36	44	42
2510009E07Rik	71	19	17	44	0	1	0	0	11	5	4	6	86	129	42	91	73	62	21	16	23
2510039O18Rik	15690	64	120	77	72	49	10	0	124	31	48	52	2723	2878	2183	3643	3397	2871	266	251	335
2610001J05Rik	11624	218	389	450	203	334	158	201	375	116	183	162	938	1157	1434	2220	1884	1948	94	102	166
2610002M06Rik	2014	35	93	1	27	91	4	11	82	18	11	12	258	335	302	316	302	291	22	33	28
2610005L07Rik	1932	42	372	210	146	335	49	88	128	48	146	83	689	667	363	755	806	552	100	52	143
2610008E11Rik	2150	17	39	3	32	25	29	21	38	13	27	21	213	295	131	340	299	179	60	86	85
2610020H08Rik	309	170	94	241	66	818	204	94	417	38	37	59	134	137	124	159	129	87	16	8	33
2610021A01Rik	2590	0	30	19	19	48	0	0	53	8	11	12	203	219	84	294	225	189	46	37	94
2610024D14Rik	3	0	0	0	0	0	0	0	0	0	0	0	11	2	5	1	0	2	0	1	1
2610028H24Rik	1	0	0	8	0	16	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
2610042L04Rik	28	0	65	0	19	0	0	0	0	29	28	27	14	8	0	14	12	28	4	1	2
2610044O15Rik8	3395	77	143	19	160	209	85	99	85	35	81	66	245	340	251	597	517	497	67	54	98
2610301B20Rik	2020	86	173	100	96	38	29	21	47	47	99	81	178	191	154	332	282	300	19	48	55
2610305D13Rik	246	32	18	59	1	314	4	7	62	0	4	3	25	24	20	22	19	20	21	20	36
2610318N02Rik	636	0	0	0	7	4	0	0	0	0	2	0	150	122	237	219	200	160	0	0	1
2610507B11Rik	33994	137	1297	103	632	264	72	94	299	149	493	465	3712	3745	1392	2787	2740	1870	400	269	530
2610524H06Rik	3009	17	118	67	62	273	0	77	277	11	63	24	217	171	243	501	400	472	27	27	57
2610528A11Rik	19	0	0	0	0	404	0	0	169	2	0	0	3	1	3	2	1	15	0	0	1
2610528J11Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1
2700029M09Rik	12336	241	693	249	303	619	139	217	407	177	380	288	695	583	1059	1461	1269	1566	74	60	121
2700049A03Rik	1610	29	109	21	39	21	8	1	12	16	24	24	407	306	241	412	407	403	28	35	57
2700060E02Rik	35948	745	1801	556	1112	1130	729	692	1634	328	662	480	1728	1931	3185	4533	3490	4638	124	157	227
2700062C07Rik	1700	0	115	12	43	125	13	0	62	9	61	56	169	213	264	367	367	427	21	20	40
2700081O15Rik	819	3	106	18	28	7	10	10	0	11	54	49	105	42	59	53	74	54	1	2	4
2700094K13Rik	4716	0	53	13	21	19	26	0	41	22	24	20	640	622	2028	1627	1177	1874	26	24	40
2700097O09Rik	767	81	277	185	93	805	112	65	277	97	136	119	178	224	169	260	274	282	31	21	43
2700099C18Rik	1471	24	193	7	101	102	14	11	1	68	161	101	143	109	164	260	196	327	14	24	28
2810004N23Rik	2369	419	526	834	286	437	334	273	319	99	214	97	238	288	445	423	349	373	23	24	34
2810006K23Rik	3092	769	456	1141	269	2184	467	511	1437	126	209	185	224	249	300	405	410	317	21	27	60
2810021J22Rik	466	0	11	5	11	0	0	0	0	3	13	14	67	80	69	52	80	66	16	11	22
2810025M15Rik	1119	0	23	0	5	3	1	0	1	2	2	0	196	350	561	296	270	348	20	11	19
2810039B14Rik	598	65	108	171	25	550	99	61	274	10	52	64	47	47	34	73	64	76	16	10	22
2810047C21Rik1	30	0	0	0	0	0	0	0	0	0	0	0	8	8	11	6	3	0	0	3	0
2810403A07Rik	6498	56	544	152	187	202	140	58	171	92	199	132	862	1118	402	1303	1393	1078	167	125	253
2810408A11Rik	94	0	2	4	0	52	0	0	9	0	0	3	29	12	65	38	33	49	0	1	1
2810417H13Rik	21157	232	334	328	198	839	311	159	709	91	164	114	1854	1317	4043	3196	2726	3846	15	10	25
2810428I15Rik	2514	58	318	54	122	131	25	22	123	68	78	71	409	579	1155	973	780	978	29	32	53
2810459M11Rik	10	0	0	33	0	12	0	0	41	0	0	0	0	1	1	2	1	8	1	0	1
2810474O19Rik	10696	412	10784	453	5093	1166	198	141	661	887	4752	1896	2231	2142	1222	2940	2514	2780	195	175	377
2900011O08Rik	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1
2900026A02Rik	1665	20	5	33	0	147	35	68	155	0	8	4	107	68	80	38	42	44	10	3	4
2900055J20Rik	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3000002C10Rik	343	27	58	144	7	268	76	10	209	19	47	17	62	52	58	94	127	106	22	14	21
3010026O09Rik	494	1	6	5	2	7	0	1	0	1	0	0	66	59	106	142	97	133	13	3	5
3100002H09Rik	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
3110001I22Rik	1058	12	48	0	13	15	6	0	4	9	13	13	177	135	126	238	169	207	12	18	19
3110002H16Rik	7529	341	549	643	313	1161	223	469	1258	282	313	337	1356	1713	995	2569	2366	1972	157	147	209
3110009E18Rik	566	26	7	50	6	106	155	28	22	7	16	7	14	28	46	83	68	67	3	6	8
3110018I06Rik	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
3110021N24Rik	2	15	6	71	0	91	33	0	34	0	0	0	2	2	6	7	0	0	3	0	0
3110035E14Rik	2	0	0	5	0	0	0	0	13	0	0	0	1	0	1	0	0	0	0	0	0
3110040N11Rik	2313	0	121	2	103	53	21	43	24	10	30	37	342	294	569	700	574	679	21	29	57
3110043O21Rik	1150	0	49	0	59	0	0	0	60	5	24	3	256	374	287	146	116	108	17	10	38
3110052M02Rik	1515	0	54	0	10	0	0	0	11	3	13	17	157	193	74	268	288	242	63	37	97
3110053B16Rik	195	3	6	39	8	158	4	11	107	2	4	13	36	37	30	30	32	24	11	1	9
3110062M04Rik	1267	98	119	84	91	341	49	109	215	46	37	67	203	273	306	476	361	428	5	15	21
3110067C02Rik	13	7	10	8	6	17	1	1	0	1	5	4	0	2	0	0	1	3	1	0	1
3110070M22Rik	120	0	6	39	0	18	0	0	1	4	1	2	7	9	6	15	9	10	3	2	4
3110079O15Rik	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3110082I17Rik	1099	6	63	107	87	47	33	16	10	15	31	12	138	176	276	207	156	244	11	12	14
3110082J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
3300002I08Rik	19	0	4	0	3	0	0	0	28	2	2	0	17	27	17	39	34	19	9	2	3
3425401B19Rik	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	2	1	0
3632451O06Rik	7	21	4	17	0	65	1	22	36	0	0	2	4	4	2	4	4	1	4	0	4
3830403N18Rik	933	0	17	0	23	4	1	23	0	0	3	4	39	65	66	83	53	82	17	2	33
3830406C13Rik	7994	110	1143	107	852	260	102	168	133	270	648	466	439	446	429	869	850	895	63	87	106
3830408C21Rik	25	0	0	85	3	22	0	1	18	0	0	0	2	2	3	4	3	2	1	0	2
3830417A13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4430402I18Rik	31	0	3	0	0	61	0	18	23	0	1	2	6	10	13	2	9	13	3	0	6
4833418N17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833420G17Rik	6596	16	326	6	105	144	41	48	94	91	202	102	939	1015	578	1329	1176	1201	118	105	173
4833423E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4833427G06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833439L19Rik	15770	0	188	11	93	13	0	10	47	58	156	82	2354	2540	1292	3028	2813	2099	212	154	299
4921501E09Rik	0	0	0	8	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4921504E06Rik	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	1	0	0	1	2	2
4921507P07Rik	13	0	8	0	0	0	0	0	0	0	0	0	7	3	13	2	7	2	1	0	0
4921508M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	1	0	0	2	0	25	0	0	0	0	1	0	0	0	0	0	2	3
4921511C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4921511H03Rik	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4921513D11Rik	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3
4921513I03Rik	13	0	0	0	0	1	0	0	0	0	0	0	7	7	4	6	4	5	6	2	2
4921517D22Rik	6	0	0	0	1	116	0	14	32	0	0	0	1	0	1	0	0	0	0	0	2
4921524J17Rik	2267	262	635	106	283	110	85	46	87	103	202	148	419	250	312	447	409	544	28	26	31
4921524L21Rik	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
4921528I07Rik	0	0	20	8	10	0	0	0	0	0	6	4	3	3	2	0	0	1	7	2	7
4921530L21Rik	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4921536K21Rik	6	0	2	0	4	24	1	1	59	1	4	4	5	15	6	1	4	5	1	1	0
4921539E11Rik	1	27	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	1
4922502D21Rik	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	6	8	2	0	0
4930402F06Rik	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	1	0	0
4930402H24Rik	1675	49	148	78	73	563	127	279	265	47	77	98	621	561	262	464	501	398	58	52	68
4930402K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930404H24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4930404N11Rik	365	0	2	0	1	0	11	0	4	0	2	6	44	43	26	44	67	46	9	8	11
4930407I10Rik	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
4930408O17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4930412O13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930415F15Rik	37	16	6	0	4	10	0	0	0	0	7	2	7	4	7	2	7	6	0	1	0
4930415H17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4930415O20Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930421P07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930426L09Rik	1257	0	7	0	4	0	0	0	0	0	6	0	6	4	8	29	12	30	3	1	2
4930427A07Rik	2150	17	4	25	13	81	69	17	51	9	1	10	414	402	231	655	538	339	5	6	13
4930430A15Rik	3	0	3	1	0	90	4	30	49	0	0	0	0	0	1	2	0	1	3	1	3
4930430F08Rik	627	20	141	23	77	26	0	0	13	17	59	50	61	74	49	112	109	112	2	6	17
4930431P19Rik	242	26	27	52	22	240	43	48	133	15	4	2	32	39	48	71	65	58	4	4	14
4930432E11Rik	2	7	7	1	1	13	0	0	3	0	5	0	5	0	1	1	0	2	2	3	6
4930432K21Rik	140	10	0	39	0	0	43	0	0	0	0	0	28	47	32	53	71	58	13	12	15
4930432M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
4930435E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930438A08Rik	0	0	0	0	0	0	0	0	0	0	2	0	291	328	509	337	259	268	0	1	0
4930442H23Rik	9	0	0	0	6	0	0	0	0	0	0	0	0	9	2	2	0	1	1	1	1
4930444G20Rik	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4930444P10Rik	28	2288	529	3036	326	4508	1663	2973	3235	307	280	311	14	17	25	13	20	18	6	3	5
4930447A16Rik	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	1	0	0
4930447C04Rik	8	0	6	6	1	92	0	15	43	5	5	8	5	2	1	10	7	7	2	3	1
4930447F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	1
4930449A18Rik	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	5	0	1
4930449I24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930451G09Rik	680	0	8	0	0	19	9	0	4	3	5	9	12	16	11	29	33	6	6	8	6
4930451I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930452B06Rik	0	0	2	0	2	0	0	20	0	0	0	0	2	3	3	2	1	5	0	0	1
4930453N24Rik	7458	58	395	116	211	358	116	90	516	41	212	120	664	568	524	1102	964	1041	79	73	120
4930455H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
4930465K10Rik	10	0	12	0	1	42	12	14	30	3	6	0	5	3	4	4	1	8	2	2	3
4930467E23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930469B13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
4930470P17Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
4930474N05Rik	4	4	0	0	1	24	0	0	7	0	0	0	3	3	2	0	0	1	3	1	3
4930480E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4930486L24Rik	8	0	0	0	0	16	0	0	0	0	0	0	4	5	4	1	2	1	0	0	1
4930488N24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930502E18Rik	8	0	6	0	0	21	0	0	19	0	0	0	0	14	3	1	0	0	1	1	0
4930503B20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
4930503E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4930503H13Rik	0	0	0	9	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
4930503L19Rik	841	17	123	2	105	20	0	3	22	18	79	45	272	265	109	382	377	346	38	28	58
4930504O13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930505A04Rik	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	1
4930507D05Rik	20	0	0	0	0	0	0	0	0	0	0	0	11	6	16	20	10	4	0	0	2
4930512M02Rik	60	37	622	100	449	321	10	112	120	93	474	375	12	15	11	18	9	15	45	25	59
4930513O06Rik	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	1
4930515G13Rik	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	3	1
4930515G16Rik	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	1	0	1
4930516K23Rik	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
4930518I15Rik	341	14	112	259	62	448	47	2	137	68	72	57	23	10	25	33	36	51	4	3	22
4930519F09Rik	1	0	0	0	0	0	13	0	0	0	0	2	1	0	0	0	0	0	0	0	1
4930519F16Rik	12	0	3	37	0	67	4	5	8	0	0	1	0	2	1	0	0	3	1	0	4
4930519G04Rik	41	23	50	104	34	141	51	33	42	12	22	25	10	7	11	21	12	22	4	2	8
4930519P11Rik	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	4	1	0	0
4930522H14Rik	0	0	0	0	0	0	9	10	22	0	0	0	0	0	0	0	0	0	0	0	0
4930522L14Rik	1331	7	62	0	43	14	0	0	19	5	98	18	173	182	165	276	262	293	35	25	52
4930523C07Rik	1563	24	960	68	365	57	56	10	156	71	372	155	1511	875	1339	1151	891	1172	164	110	176
4930524B15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4930524J08Rik	65	0	6	0	6	0	0	0	0	0	10	4	13	5	6	7	5	20	0	0	4
4930524N10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4930526A20Rik	38	51	45	168	22	229	24	30	88	16	14	8	15	9	17	17	12	16	5	3	4
4930529C04Rik	22	436	41	290	20	1446	590	709	1482	71	36	32	0	1	0	2	1	3	0	0	4
4930533K18Rik	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
4930533O14Rik	16302	0	113	0	61	0	0	0	13	33	44	38	2315	2069	1654	3102	3118	2041	193	206	254
4930535I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	2
4930538K18Rik	2	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0
4930539E08Rik	322	20	24	89	8	252	23	33	90	6	12	12	41	28	20	71	52	45	15	13	24
4930544D05Rik	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
4930544G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4930546C10Rik	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930548H24Rik	45	33	83	48	54	186	20	10	108	37	56	49	9	4	18	8	17	21	5	2	2
4930549C01Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930550C14Rik	18	0	0	8	2	0	0	0	0	0	0	0	3	5	3	1	7	2	1	3	0
4930550L24Rik	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2
4930553M12Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	1	0	0
4930555G01Rik	2	38	0	0	0	46	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
4930555K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930556J24Rik	19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	2	2	1	0
4930557A04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4930558C23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930558K02Rik	3	0	0	16	0	36	1	0	2	0	0	0	1	0	1	1	4	1	1	0	0
4930562C15Rik	23	0	75	3	20	85	2	0	40	4	23	6	35	24	18	15	12	21	6	2	4
4930563D23Rik	1	0	0	19	0	68	4	0	22	0	0	0	0	0	1	0	0	0	0	0	0
4930563I02Rik	11	0	0	15	0	3	5	0	0	0	0	0	6	2	0	2	2	3	1	2	2
4930563M21Rik	0	14	0	0	0	23	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4930564D02Rik	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4930567H17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930568D16Rik	0	0	0	27	0	9	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0
4930572O03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4930578C19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4930578G10Rik	3	6	0	3	0	71	9	6	58	0	0	0	3	0	0	0	1	1	0	2	0
4930578I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4930579F01Rik	0	0	0	0	0	0	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0
4930579G24Rik	1847	60	27	172	6	250	0	28	16	15	14	5	436	303	379	652	551	602	26	17	26
4930583I09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4930590J08Rik	42	0	0	0	0	2	0	0	0	1	0	0	13	7	5	5	5	10	1	3	8
4930595D18Rik	4	0	0	0	0	0	0	0	0	0	0	0	17	1	11	8	5	6	1	1	2
4930595M18Rik	0	0	0	12	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4930596D02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4931400O07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931406B18Rik	55	153	56	1012	59	966	316	275	339	47	24	24	4	7	7	5	5	7	2	3	3
4931406C07Rik	15967	97	406	241	228	285	196	93	131	113	201	200	253	393	332	346	285	297	36	31	61
4931406P16Rik	7412	99	571	157	282	227	312	45	59	234	330	339	808	482	232	666	778	576	84	59	87
4931408C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
4931409K22Rik	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931414P19Rik	2146	0	30	0	20	0	0	0	0	5	16	10	70	76	38	141	161	65	21	16	25
4931417E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931422A03Rik	140	0	77	22	7	0	0	0	0	0	8	0	65	22	13	34	38	40	4	3	11
4931423N10Rik	1	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
4931428F04Rik	1953	0	80	0	119	84	0	107	0	20	71	30	156	94	54	246	215	198	23	31	32
4931428L18Rik	17	12	3	50	2	77	0	1	23	0	0	0	15	9	13	15	16	19	4	2	5
4931429L15Rik	5	0	0	0	0	0	0	0	1	0	0	0	4	2	1	1	1	0	0	0	0
4931431F19Rik	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4931440F15Rik	8	10	2	7	2	42	19	1	10	0	1	1	5	5	5	3	10	9	1	1	3
4931440P22Rik	535	192	133	427	103	1334	196	217	869	37	58	47	156	172	138	198	152	195	12	12	36
4932411E22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
4932411N23Rik	51	0	1163	13	388	71	10	0	0	16	374	168	7	15	9	8	4	9	6	1	7
4932414N04Rik	84	11	3	9	0	103	15	0	95	0	0	2	26	20	15	51	24	30	27	16	36
4932415D10Rik	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1
4932416K20Rik	8	13	30	69	19	119	23	58	72	4	6	2	0	4	1	1	0	0	2	1	3
4932429P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4932431P20Rik	0	0	8	0	0	33	0	0	60	0	0	0	2	0	1	1	1	1	4	1	0
4932438A13Rik	10242	3004	2929	3255	1386	9119	3566	2486	3562	466	1451	1028	2329	1694	751	1532	1530	1487	370	283	540
4932438H23Rik	15	0	35	19	40	39	21	5	0	2	10	3	1	0	12	9	0	4	0	1	2
4932443I19Rik	54	0	0	8	1	120	1	6	53	1	3	2	22	17	23	30	35	34	13	13	14
4933400A11Rik	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4933401B06Rik	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4933402D24Rik	2	0	0	0	0	21	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1
4933402E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4933402J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402N03Rik	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0
4933402N22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402P03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933405L10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
4933405O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406J08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4933406M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	2	9	1	1	0	0	1	0	0
4933406P04Rik	245	0	5	0	0	0	0	0	0	3	3	0	24	20	51	78	67	78	5	3	2
4933407L21Rik	9	0	0	0	0	0	0	0	6	0	0	0	7	5	8	4	6	8	4	2	2
4933408B17Rik	17	89	43	45	20	119	33	0	64	8	20	23	12	8	16	10	7	10	3	0	2
4933408J17Rik	3	0	0	0	0	0	0	0	0	0	0	0	7	5	1	2	7	3	1	0	1
4933409G03Rik	0	0	0	0	0	1	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0
4933411G06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933411K16Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4933412A08Rik	10	0	10	31	5	49	0	23	27	1	10	1	2	6	1	5	4	1	0	1	0
4933412E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4933413G19Rik	20	0	0	3	0	0	0	6	2	0	0	0	3	1	3	3	5	2	3	0	0
4933414I15Rik	0	0	0	0	0	0	0	0	33	0	2	0	0	0	0	0	0	0	0	0	0
4933415A04Rik	3	0	100	0	22	28	0	3	64	3	29	17	7	9	2	3	0	8	4	4	1
4933415F23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
